<<<<<<< Updated upstream
"WCID","NAME","COUNTRY","LAT","LONG","ALT"
19756,"Harrington","UNITED STATES",43.166,-101.266,908
19757,"Harrington 4 Ene","UNITED STATES",47.483,-118.183,689
19759,"Harrington Post Office","AUSTRALIA",-31.87,152.7,6
19760,"Harris, Sa","CANADA",51.73,-107.58,578
19761,"Harrisburg","UNITED STATES",37.735,-88.52,111
19762,"Harrisburg 10 Nw","UNITED STATES",41.65,-103.883,1359
19763,"Harrisburg Capital City","UNITED STATES",40.22,-76.85,104
19769,"Harrison/Faa Airport","UNITED STATES",36.27,-93.15,418
19770,"Harrisonville","UNITED STATES",38.65,-94.333,276
19773,"Harrold 12 Ssw","UNITED STATES",44.366,-99.8,549
19775,"Harrow Cda, On","CANADA",42.033,-82.9,191
19783,"Hart Mountain Refuge","UNITED STATES",42.55,-119.65,1712
19785,"Hartbeesfontein","SOUTH AFRICA",-26.735,26.41,1326
19787,"Hartford 2 W","UNITED STATES",43.316,-88.4,299
19789,"Hartford City 4 Nw","UNITED STATES",40.466,-85.45,283
19799,"Hartline","UNITED STATES",47.683,-119.1,582
19800,"Hartwell","UNITED STATES",34.35,-82.916,210
19802,"Haruchas","NAMIBIA",-24.96,18.84,1100
19819,"Hassakah","SYRIA",36.5,40.75,296
19820,"Hassan","INDIA",13,76.15,960
19827,"Hastings","UNITED STATES",42.65,-85.3,238
19831,"Hastings Municipal","UNITED STATES",40.6,-98.433,596
19834,"Hat Creek P H 1","UNITED STATES",40.933,-121.55,919
19839,"Hatch 2 W","UNITED STATES",32.666,-107.183,1235
19858,"Hato Mayor","DOMINICAN REPUBLIC",18.75,-69.25,102
19859,"Hato Uranon","VENEZUELA",6.93,-67.26,78
19862,"Hatteras (Asos)","UNITED STATES",35.216,-75.616,3
19864,"Hattiesburg","UNITED STATES",31.32,-89.3,49
19865,"Hattiesburg Muni","UNITED STATES",31.266,-89.25,46
19867,"Hatton 9 Se","UNITED STATES",46.733,-118.65,460
19874,"Havana 4 Nne","UNITED STATES",40.35,-90.016,140
19878,"Haverhill","UNITED STATES",42.766,-71.066,5
19881,"Havre City County Mt.","UNITED STATES",48.55,-109.766,792
19882,"Havre St Pierre, Qu","CANADA",50.25,-63.58,6
19885,"Hawaii Vol Np Hdqtr 54","UNITED STATES",19.433,-155.266,1180
19886,"Hawaiian Phil.Co.Silay City","PHILIPPINES",10.8,122.97,12
19888,"Hawarden","UNITED STATES",43,-96.483,363
19908,"Hawley 1 E","UNITED STATES",41.483,-75.166,271
19909,"Hawley 3 Ne","UNITED STATES",46.883,-96.25,355
19910,"Hawret Amoureen","SYRIA",35.316,36.366,175
19911,"Hawthorne","UNITED STATES",38.55,-118.633,1285
19912,"Haxby 18 Sw","UNITED STATES",47.566,-106.7,808
19919,"Hay River Paradise Gdns, Nw","CANADA",60.65,-116,213
19920,"Hay Springs","UNITED STATES",42.683,-102.683,1175
19923,"Hayden","UNITED STATES",40.483,-107.25,1963
19925,"Hayes Center","UNITED STATES",40.516,-101.016,930
19926,"Hayfield Pumping Plant","UNITED STATES",33.7,-115.633,418
19928,"Hayneville","UNITED STATES",32.183,-86.583,52
19933,"Hazaribagh","INDIA",23.983,85.366,611
19936,"Hazelton Temlahan, Bc","CANADA",55.2,-127.73,122
19947,"Hda De Zaragoza","MEXICO",23.91,-103.69,2240
19968,"Hda Montana Dolo","COLOMBIA",3.516,-74.866,1260
19983,"Hda Tres He","MEXICO",27.733,-106.133,1310
19984,"Hda Ukrania","COLOMBIA",3.16,-76.26,1026
20005,"Headland","UNITED STATES",31.35,-85.333,113
20009,"Headquarters","UNITED STATES",46.633,-115.8,956
20014,"Healdton","UNITED STATES",34.233,-97.5,280
20015,"Healy","UNITED STATES",38.6,-100.616,869
20017,"Heart Mountain","UNITED STATES",44.7,-108.95,1460
20029,"Heber Ranger Station","UNITED STATES",34.4,-110.55,2009
20033,"Hebron","UNITED STATES",40.17,-97.585,451
20034,"Hecelchakan","MEXICO",20.16,-90.13,10
20038,"Hechi","CHINA",24.7,108.05,214
20041,"Hector 2 Ssw","UNITED STATES",35.433,-93,195
20046,"Hedley, Bc","CANADA",49.35,-120.07,517
20050,"Heflin","UNITED STATES",33.65,-85.6,259
20055,"Heidelberg","GERMANY",49.4,8.65,110
20058,"Heidelberg Lock 14","UNITED STATES",37.55,-83.766,202
20066,"Hel","POLAND",54.6,18.816,1
20068,"Heldervue","SOUTH AFRICA",-32.81,18.71,845
20070,"Helen","UNITED STATES",34.7,-83.716,440
20071,"Helena","UNITED STATES",34.533,-90.583,59
20072,"Helena 1 Sse","UNITED STATES",36.533,-98.266,411
20083,"Hells Gate, Bc","CANADA",49.78,-121.45,122
20090,"Helwan","EGYPT",29.86,31.333,141
20093,"Hemingford","UNITED STATES",42.35,-103.083,1300
20097,"Hempstead/Mitchell Fld Afb","UNITED STATES",40.73,-73.6,38
20098,"Henan","CHINA",34.73,101.6,3500
20101,"Henderson","UNITED STATES",32.166,-94.8,128
20102,"Henderson 2nnw","UNITED STATES",36.37,-78.42,146
20103,"Henderson City","UNITED STATES",37.816,-87.683,117
20107,"Hendi Zitoun","TUNISIA",35.85,10.116,74
20108,"Hendrik Verwoerd","SOUTH AFRICA",-30.63,25.51,1291
20109,"Hendrik Verwoerd","SOUTH AFRICA",-30.61,25.49,1212
20110,"Heng Yang","CHINA",26.98,112.36,94
20112,"Hengchun","TAIWAN",21.933,120.833,13
20113,"Hengchun","TAIWAN",22,120.73,23
20119,"Henkriesfontein","SOUTH AFRICA",-28.94,18.09,335
20120,"Hennepin Power Plant","UNITED STATES",41.3,-89.316,141
20121,"Hennessey 2 Se","UNITED STATES",36.083,-97.883,351
20126,"Henrietta","UNITED STATES",33.816,-98.2,274
20130,"Henzada","MYANMAR",17.666,95.42,26
20131,"Heppner","UNITED STATES",45.37,-119.55,575
20132,"Hequ","CHINA",39.38,111.15,861
20134,"Heraklion","GREECE",35.333,25.183,39
20135,"Herat","AFGHANISTAN",34.216,62.216,964
20136,"Herberton Post Office","AUSTRALIA",-17.38,145.38,899
20139,"Hereford","UNITED STATES",34.816,-102.4,1164
20145,"Herington","UNITED STATES",38.666,-96.95,407
20150,"Hermiston 1se","UNITED STATES",45.82,-119.27,195
20154,"Hermitage","SOUTH AFRICA",-33.483,25.633,183
20168,"Heron 2 Nw","UNITED STATES",48.083,-116,683
20177,"Hershey 5 Sse","UNITED STATES",41.1,-100.966,900
20181,"Hesperia 4 Wnw","UNITED STATES",43.583,-86.1,238
20184,"Hetauda","NEPAL",27.433,85.05,466
20185,"Hetch Hetchy","UNITED STATES",37.95,-119.783,1180
20194,"Heywood (Forestry)","AUSTRALIA",-38.13,141.62,27
20203,"Hibbing/Faa Airport","UNITED STATES",47.38,-92.85,410
20204,"Hickman","UNITED STATES",34.516,-107.933,2377
20206,"Hickory Flat","UNITED STATES",34.616,-89.183,122
20207,"Hickory/Faa Airport","UNITED STATES",35.73,-81.38,348
20222,"Hidrolandia","BRAZIL",-4.366,-40.333,200
20228,"High Falls, On","CANADA",47.92,-84.72,221
20232,"High Noon","SOUTH AFRICA",-33.91,19.29,600
20234,"High Point","UNITED STATES",35.966,-79.983,274
20235,"High Point Park","UNITED STATES",41.3,-74.666,430
20236,"High Prairie Arpt","CANADA",55.4,-116.483,602
20237,"High Prairie, Al","CANADA",55.43,-116.52,594
20238,"High River, Al","CANADA",50.48,-114.17,1219
20239,"High Springs","UNITED STATES",29.833,-82.6,20
20243,"Highland Home","UNITED STATES",31.95,-86.32,181
20244,"Highland Valley Lornex, Bc","CANADA",50.47,-121.02,1268
20248,"Highmore 1w","UNITED STATES",44.52,-99.47,576
20249,"Highmore 23 Nnw","UNITED STATES",44.85,-99.466,555
20262,"Higuey","DOMINICAN REPUBLIC",18.6,-68.7,106
20276,"Hill City 1 W","UNITED STATES",43.3,-115.05,1524
20277,"Hill City/1 Ne","UNITED STATES",39.38,-99.83,670
20284,"Hillsboro","UNITED STATES",32.933,-107.566,1606
20287,"Hillsboro","UNITED STATES",39.155,-89.485,192
20290,"Hillsboro","UNITED STATES",43.65,-90.333,287
20291,"Hillsboro","UNITED STATES",45.516,-122.983,49
20295,"Hillsdale","UNITED STATES",41.935,-84.635,329
20296,"Hillside","SOUTH AFRICA",-31.24,26.13,1514
20297,"Hillside 4 Nne","UNITED STATES",34.483,-112.883,1012
20303,"Hillston Post Office","AUSTRALIA",-33.48,145.53,123
20309,"Hilton Head (Awos)","UNITED STATES",32.216,-80.7,6
20318,"Hinatuan","PHILIPPINES",8.37,126.33,3
20321,"Hinckley","UNITED STATES",46.016,-92.933,315
20322,"Hinckley 2 Sw","UNITED STATES",43.3,-75.15,348
20333,"Hingham","UNITED STATES",42.233,-70.916,9
20336,"Hinis","TURKEY",39.4,41.7,1720
20340,"Hirado","JAPAN",33.35,129.55,58
20353,"Hiroshima","JAPAN",34.36,132.43,30
20354,"Hiroshima","JAPAN",34.4,132.465,53
20380,"Hmawbi","MYANMAR",17.1,96.066,28
20383,"Ho","GHANA",6.6,0.466,158
20384,"Ho Chi Minh","VIETNAM",10.816,106.666,19
20390,"Hobart 2wnw","UNITED STATES",41.55,-87.285,195
20394,"Hobart Faa Ap","UNITED STATES",35.01,-99.05,473
20395,"Hobart Regional Office","AUSTRALIA",-42.883,147.333,55
20397,"Hobbs","UNITED STATES",32.7,-103.133,1102
20401,"Hoboksar","CHINA",46.78,85.72,1294
20405,"Hodeidah","YEMEN",14.75,42.983,115
20406,"Hodgenville Lincoln Np","UNITED STATES",37.533,-85.733,240
20410,"Hodgson 2, Ma","CANADA",51.18,-97.45,232
20414,"Hoengsong Ab","KOREA, REPUBLIC OF",37.433,127.95,101
20415,"Hoeveld Proefpla","SOUTH AFRICA",-25.93,28.36,1524
20419,"Hof","GERMANY",50.316,11.883,568
20421,"Hofmann Forest","UNITED STATES",34.833,-77.3,13
20424,"Hogsett Gallipolis Dam","UNITED STATES",38.683,-82.183,174
20432,"Hoima","UGANDA",1.433,31.366,1158
20433,"Hokitika Aero","NEW ZEALAND",-42.717,170.983,39
20436,"Hola","KENYA",-1.466,40,91
20438,"Holanda La","COLOMBIA",3.51,-73.71,360
20447,"Holcombe","UNITED STATES",45.216,-91.133,312
20449,"Holden Village","UNITED STATES",48.2,-120.783,981
20450,"Holdenville","UNITED STATES",35.085,-96.41,262
20454,"Holfontein","SOUTH AFRICA",-27.88,27.08,1448
20456,"Holland 1 E","UNITED STATES",36.683,-76.783,24
20457,"Holland Tulip City","UNITED STATES",42.75,-86.1,210
20465,"Holloman/Afb","UNITED STATES",32.85,-106.1,1241
20467,"Holly","UNITED STATES",38.05,-102.115,1033
20468,"Holly Hill","UNITED STATES",33.333,-80.416,30
20469,"Holly Springs 4n","UNITED STATES",34.82,-89.435,147
20470,"Hollywood Burbank/Wb Airport","UNITED STATES",34.2,-118.37,226
20471,"Holman, Nw","CANADA",70.73,-117.78,9
20478,"Holsteinsborg","GREENLAND",66.916,-53.666,12
20479,"Holter Dam","UNITED STATES",47,-112.016,1063
20480,"Holton","UNITED STATES",39.466,-95.766,341
20482,"Holtwood","UNITED STATES",39.833,-76.333,61
20488,"Holyoke","UNITED STATES",40.583,-102.3,1137
20494,"Homalin","MYANMAR",24.866,94.916,131
20503,"Homer 3 Ssw","UNITED STATES",32.75,-93.066,116
20504,"Homer 8 Nw","UNITED STATES",59.75,-151.65,305
20506,"Homerville 3 Wsw","UNITED STATES",31.033,-82.8,57
20509,"Homestead Exp St","UNITED STATES",25.5,-80.5,3
20510,"Homestead/Afb","UNITED STATES",25.48,-80.38,5
20514,"Homs","SYRIA",34.75,36.716,485
20517,"Hon","LIBYAN ARAB JAMAHIRIYA",29.133,15.95,267
20524,"Hondo Valle","DOMINICAN REPUBLIC",18.716,-71.666,890
20525,"Hondo/Wsmo Airport","UNITED STATES",29.35,-99.17,278
20531,"Honeyman State Park","UNITED STATES",43.933,-124.1,35
20532,"Hongch'on","KOREA, REPUBLIC OF",37.68,127.88,141
20533,"Hongkong","HONG KONG",22.28,114.16,33
20535,"Honiara","SOLOMON ISLANDS",-9.415,159.965,56
20559,"Hooker","UNITED STATES",36.87,-101.22,913
20565,"Hoopstad","SOUTH AFRICA",-27.83,25.89,1239
20566,"Hopa","TURKEY",41.4,41.4,33
20568,"Hope 3 Ne","UNITED STATES",33.716,-93.55,114
20569,"Hope A, Bc","CANADA",49.366,-121.483,39
20573,"Hope Mapopo","ZIMBABWE",-18.666,32.833,1646
20575,"Hopedale (Aut), Nf","CANADA",55.45,-60.22,10
20576,"Hopelchen","MEXICO",19.74,-89.86,56
20584,"Hopewell","UNITED STATES",37.3,-77.3,12
20589,"Hoquiam/Ap","UNITED STATES",46.98,-123.93,7
20590,"Horasan","TURKEY",40.1,42.2,1540
20593,"Hords Creek Dam","UNITED STATES",31.85,-99.566,592
20594,"Horicon","UNITED STATES",43.45,-88.633,268
20601,"Hornepayne, On","CANADA",49.23,-84.8,329
20611,"Horsefly Lk Gruhs Lk, Bc","CANADA",52.37,-121.37,777
20613,"Horsham Composite","AUSTRALIA",-36.65,142.1,141
20620,"Hosaina","ETHIOPIA",7.583,37.833,2290
20624,"Hoseda Hard","RUSSIAN FEDERATION",67.08,59.38,84
20626,"Hoshangabad","INDIA",22.766,77.766,302
20633,"Hostotipaquillo","MEXICO",21.05,-104.05,1291
20635,"Hot Springs","UNITED STATES",34.483,-93.1,165
20640,"Hot Springs","ZIMBABWE",-19.616,32.45,558
20642,"Hot Springs 2","UNITED STATES",35.9,-82.833,451
20647,"Houghton Lake 6 Wsw","UNITED STATES",44.316,-84.883,346
20650,"Houghton/Faa Airport","UNITED STATES",47.17,-88.5,327
20653,"Houlton/Airport","UNITED STATES",46.13,-67.78,151
20660,"Houston","UNITED STATES",37.333,-91.966,363
20667,"Houston Westbury","UNITED STATES",29.666,-95.466,20
20668,"Houston/Ellington Afb","UNITED STATES",29.62,-95.17,12
20669,"Houston/Faa Airport","UNITED STATES",29.65,-95.28,15
20670,"Houston/Intercontinental Ap","UNITED STATES",29.97,-95.35,35
20671,"Houston/Wb City","UNITED STATES",29.77,-95.37,13
20674,"Hovd","MONGOLIA",48.016,91.65,1406
20676,"Hovenweep Natl Mon","UNITED STATES",37.383,-109.083,1597
20684,"Howard 5 Ne","UNITED STATES",37.516,-96.2,335
20687,"Howard Prairie Dam","UNITED STATES",42.216,-122.366,1392
20688,"Howe","UNITED STATES",43.783,-113,1469
20691,"Howick","SOUTH AFRICA",-29.47,30.22,1052
20694,"Hoxie","UNITED STATES",39.35,-100.45,820
20698,"Hoytville 2 Ne","UNITED STATES",41.216,-83.766,213
20699,"Hozat","TURKEY",39.1,39.2,1520
20700,"Hpa An","MYANMAR",16.75,97.666,10
20702,"Hsi Ying","CHINA",21.016,110.433,14
20729,"Hua Shan","CHINA",34.48,110.08,2063
20733,"Huade","CHINA",41.9,114,1484
20735,"Huadian","CHINA",42.98,126.75,264
20746,"Huajintlan","MEXICO",18.58,-99.45,1049
20748,"Huajuapan","MEXICO",17.8,-97.78,1650
20754,"Hualienkang","TAIWAN",23.95,121.583,18
20760,"Huamanga","PERU",-13.15,-74.216,2761
20764,"Huamantla","MEXICO",19.31,-97.93,2553
20767,"Huambo (Nova Lisboa)","ANGOLA",-12.8,15.75,1701
20774,"Huancabamba","PERU",-5.233,-79.45,1552
20775,"Huancabamba","PERU",-5.23,-79.36,1952
20787,"Huang Shan","CHINA",30.13,118.15,1836
20799,"Huanuco","PERU",-9.9,-76.23,1858
20807,"Huaquechula","MEXICO",18.76,-98.53,1640
20837,"Huautla De Jimenez","MEXICO",18.13,-96.83,1714
20847,"Hubbard, Sa","CANADA",51.1,-103.33,663
20853,"Huddur","SOMALIA",4.166,43.9,500
20855,"Hudson","UNITED STATES",38.1,-98.65,569
20856,"Hudson Bay A, Sa","CANADA",52.82,-102.32,358
20857,"Hudson Bay, Sa","CANADA",52.87,-102.4,372
20858,"Hudson Cor Fac","UNITED STATES",42.25,-73.8,18
20859,"Hudson Hope Bchpa Dam, Bc","CANADA",56.02,-122.2,678
20861,"Hue","VIETNAM",16.4,107.683,17
20862,"Hue","VIETNAM",16.46,107.6,6
20875,"Huejotzingo","MEXICO",19.14,-98.39,2291
20877,"Huejucar","MEXICO",22.34,-103.19,1932
20881,"Huejuquilla","MEXICO",22.64,-103.89,1700
20886,"Huelva","SPAIN",37.283,-6.916,20
20890,"Huesca Monflorite","SPAIN",42.083,-0.333,554
20891,"Huetamo","MEXICO",18.61,-100.89,300
20903,"Hughenden, Al","CANADA",52.52,-110.97,694
20906,"Hugoton","UNITED STATES",37.183,-101.35,948
20907,"Huhehaote","CHINA",40.82,111.655,1063
20908,"Huichapan","MEXICO",20.38,-99.64,2101
20913,"Huimanguillo","MEXICO",17.855,-93.455,193
20920,"Huingo, Zinapecu","MEXICO",19.91,-100.83,1832
20932,"Huixtla","MEXICO",15.13,-92.46,40
20934,"Huize","CHINA",26.42,103.28,2110
20938,"Hulah Dam","UNITED STATES",36.916,-96.1,227
20945,"Huma","CHINA",51.72,126.65,179
20958,"Humboldt 3 W","UNITED STATES",42.7,-94.266,338
20959,"Humboldt, Sa","CANADA",52.2,-105.1,567
20962,"Humera","ETHIOPIA",14.166,36.583,550
20972,"Hungry Horse Dam","UNITED STATES",48.35,-114,963
20974,"Hunsruck","GERMANY",49.95,7.27,502
20981,"Huntingdon Water Plant","UNITED STATES",36,-88.416,134
20982,"Huntingdon, Qu","CANADA",45.05,-74.17,49
20987,"Huntington","UNITED STATES",44.35,-117.25,643
20989,"Huntington Lake","UNITED STATES",37.233,-119.216,2140
20990,"Huntington/Tri State Arpt","UNITED STATES",38.37,-82.55,255
20994,"Huntsville","UNITED STATES",30.716,-95.55,151
20998,"Huntsville/Madison County Jet","UNITED STATES",34.65,-86.77,192
21007,"Hurbanovo","SLOVAKIA",47.866,18.2,124
21009,"Hurdsfield 8 Sw","UNITED STATES",47.35,-100.016,591
21025,"Hutchinson (Awos)","UNITED STATES",44.866,-94.383,323
21026,"Hutchinson 10 Sw","UNITED STATES",37.933,-98.033,479
21044,"Hyannis","UNITED STATES",42,-101.766,1134
21045,"Hyannis Polando Fld","UNITED STATES",41.666,-70.283,16
21049,"Hyderabad","INDIA",17.38,78.47,541
21052,"Hyderabad Airport","INDIA",17.45,78.466,545
21058,"Hysham","UNITED STATES",46.3,-107.233,811
21059,"Hysham 25 Sse","UNITED STATES",45.9,-107.133,945
21080,"Ibadan","NIGERIA",7.433,3.85,228
21083,"Ibapah","UNITED STATES",40.033,-113.983,1609
21092,"Ibi","NIGERIA",8.183,9.75,111
21105,"Ibicua","BRAZIL",-5.916,-39.416,273
21111,"Ibiquera","BRAZIL",-12.616,-40.916,560
21119,"Ibitiara","BRAZIL",-12.633,-42.2,871
21131,"Ibotirama","BRAZIL",-12.165,-43.18,450
21138,"Ica","RUSSIAN FEDERATION",55.583,155.583,6
21143,"Icacal","PANAMA",9.2,-80.15,11
21148,"Ice Harbor Dam","UNITED STATES",46.25,-118.866,112
21153,"Ich'on","KOREA, REPUBLIC OF",37.28,127.43,75
21157,"Ico","BRAZIL",-8.865,-38.475,290
21163,"Ida Grove 2 Se","UNITED STATES",42.333,-95.45,381
21164,"Idabel","UNITED STATES",33.883,-94.816,140
21169,"Idaho Falls 16 Se","UNITED STATES",43.35,-111.783,1783
21170,"Idaho Falls 2 Ese","UNITED STATES",43.483,-112.016,1452
21171,"Idaho Falls/42 Nw Wb","UNITED STATES",43.83,-112.68,1461
21172,"Idaho Falls/46 W","UNITED STATES",43.53,-112.95,1505
21183,"Idleyld Park 4 Ne","UNITED STATES",43.366,-122.966,329
21188,"Idutywa","SOUTH AFRICA",-32.083,28.283,835
21189,"Idyllwild Fire Dept","UNITED STATES",33.75,-116.716,1640
21196,"Ifanadiana","MADAGASCAR",-21.28,47.616,450
21202,"Ifrane","MOROCCO",33.5,-5.166,1665
21211,"Igapora","BRAZIL",-13.733,-42.683,766
21219,"Igawa","TANZANIA",-8.766,34.383,1070
21220,"Igawa","TANZANIA",-8.66,34.38,1067
21221,"Igdir","TURKEY",39.93,44.03,858
21222,"Igeri","TANZANIA",-9.666,34.666,2250
21226,"Igloolik, Nw","CANADA",69.38,-81.8,21
21227,"Ignace, On","CANADA",49.42,-91.65,447
21233,"Ignacio Lopez Ra","MEXICO",14.61,-92.19,30
21249,"Iguape","BRAZIL",-24.715,-47.55,3
21257,"Iguazu","ARGENTINA",-25.683,-54.45,179
21272,"Iizuka","JAPAN",33.65,130.7,38
21277,"Ikizcehaymana","TURKEY",39.4,32.5,1225
21288,"Ilam","NEPAL",26.9,87.866,1300
21310,"Ilgin","TURKEY",38.3,31.9,1030
21311,"Ilha Do Ouro","BRAZIL",-9.883,-37.233,40
21315,"Ilheus","BRAZIL",-14.8,-39.066,60
21316,"Ilheus","BRAZIL",-14.7,-39.05,43
21318,"Iliad","UNITED STATES",47.8,-109.783,899
21342,"Ilonga","TANZANIA",-6.766,37.033,500
21344,"Ilorin","NIGERIA",8.483,4.583,305
21350,"Imaculada","BRAZIL",-7.366,-37.483,750
21357,"Imbert","DOMINICAN REPUBLIC",19.75,-70.833,124
21361,"Imlay","UNITED STATES",40.65,-118.15,1298
21366,"Imperatriz","BRAZIL",-5.566,-47.583,123
21372,"Imperial Beach/Ream Field Nas","UNITED STATES",32.57,-117.12,6
21374,"Imperial, Sa","CANADA",51.37,-105.53,556
21375,"Imperial/Faa Airport","UNITED STATES",32.83,-115.57,-18
21376,"Imperial/Faa Airport","UNITED STATES",40.52,-101.62,998
21383,"Imshil","KOREA, REPUBLIC OF",35.62,127.28,244
21397,"Inacio Martins L","BRAZIL",-25.666,-51.21,1000
21400,"Inaja","BRAZIL",-8.883,-37.816,355
21416,"Indaial","BRAZIL",-26.9,-49.216,86
21419,"Indaselasie","ETHIOPIA",14.09,38.26,1913
21425,"Independence 3 N","UNITED STATES",34.733,-89.8,110
21426,"Independencia","BRAZIL",-5.366,-40.316,380
21429,"Indian Chute, On","CANADA",47.85,-80.45,293
21430,"Indian Head Cda, Sa","CANADA",50.53,-103.67,583
21431,"Indian House Lake, Qu","CANADA",56.23,-64.73,311
21439,"Indiana 3 Se","UNITED STATES",40.6,-79.116,336
21443,"Indianapolis Se Side","UNITED STATES",39.75,-86.116,229
21445,"Indianola","UNITED STATES",41.37,-93.55,287
21449,"Indio Fire Station","UNITED STATES",33.735,-116.27,-6
21464,"Inebolu","TURKEY",41.98,33.78,64
21466,"Infanta","PHILIPPINES",14.75,121.65,7
21467,"Ing Bengala","COLOMBIA",3.24,-76.41,1000
21468,"Ing Cauca","COLOMBIA",3.28,-76.31,1000
21473,"Inga","BRAZIL",-7.266,-35.62,144
21479,"Ingazeira","BRAZIL",-7.666,-37.455,550
21483,"Ingenika Point, Bc","CANADA",56.8,-124.9,680
21500,"Ingomar 11 Ne","UNITED STATES",46.7,-107.216,847
21505,"Inhaca","MOZAMBIQUE",-26.033,32.933,27
21506,"Inhambane","MOZAMBIQUE",-23.86,35.38,15
21507,"Inhambupe","BRAZIL",-11.765,-38.34,180
21508,"Inhaminga","MOZAMBIQUE",-18.4,35,316
21512,"Inharrime","MOZAMBIQUE",-24.48,35.01,43
21523,"Inje","KOREA, REPUBLIC OF",38.05,128.17,200
21526,"Injune Post Office","AUSTRALIA",-25.85,148.57,390
21532,"Innisfail","AUSTRALIA",-17.52,146.025,4
21534,"Innsbruck Flughafen Austria","AUSTRIA",47.27,11.35,593
21536,"Innsbruck/Universityaustria","AUSTRIA",47.3,11.4,582
21539,"Inongo","CONGO, DEMOCRATIC REPUBLIC OF",-1.966,18.266,300
21554,"Interior 3 Ne","UNITED STATES",43.75,-101.95,744
21557,"Intricate Bay","UNITED STATES",59.566,-154.466,52
21573,"Inverness 3se","UNITED STATES",28.735,-82.32,12
21581,"Inyanga Exp. Stat.","ZIMBABWE",-18.3,32.75,1878
21582,"Inyangani Lulech","ZIMBABWE",-18.333,32.9,869
21586,"Inyokern","UNITED STATES",35.666,-117.833,749
21591,"Iola 1 W","UNITED STATES",37.916,-95.433,291
21595,"Ionia 1 Wnw","UNITED STATES",42.983,-85.066,227
21596,"Iowa City","UNITED STATES",41.65,-91.533,195
21614,"Ipira","BRAZIL",-12.133,-39.716,299
21624,"Ipora","BRAZIL",-24,-53.616,369
21627,"Ipsala","TURKEY",40.9,26.4,10
21629,"Ipswich","UNITED STATES",45.45,-99.033,466
21630,"Ipswich Composite","AUSTRALIA",-27.62,152.75,40
21634,"Ipueiras","BRAZIL",-4.533,-40.7,238
21635,"Ipueirinhas","BRAZIL",-6.62,-40.28,500
21636,"Ipupiara","BRAZIL",-11.82,-42.62,732
21640,"Iquique","CHILE",-20.533,-70.183,52
21641,"Iquique","CHILE",-20.21,-70.14,9
21646,"Iquitos","PERU",-3.75,-73.25,126
21647,"Iracema","BRAZIL",-5.81,-38.31,160
21663,"Iranshahr","IRAN, ISLAMIC REPUBLIC OF",27.2,60.7,591
21666,"Irapuato","MEXICO",20.66,-101.34,1733
21672,"Irara","BRAZIL",-12.03,-38.733,283
21676,"Iraucuba","BRAZIL",-3.716,-39.766,190
21683,"Iretama","BRAZIL",-24.4,-52.083,550
21684,"Irgiz","KAZAKHSTAN",48.62,61.27,114
21689,"Iringa","TANZANIA",-7.66,35.75,1428
21690,"Iriomotejima","JAPAN",24.383,123.75,9
21698,"Iron Mountain","UNITED STATES",34.133,-115.133,281
21699,"Iron Mountain Kingsford Wwtp","UNITED STATES",45.785,-88.085,323
21700,"Iron River, Al","CANADA",54.42,-111,549
21701,"Ironside 2 W","UNITED STATES",44.316,-117.983,1193
21702,"Ironton","UNITED STATES",38.533,-82.666,169
21707,"Iroquois Falls, On","CANADA",48.75,-80.67,259
21714,"Irtyssk","RUSSIAN FEDERATION",53.35,75.45,94
21715,"Iruma","JAPAN",35.83,139.42,94
21716,"Irumu","CONGO, DEMOCRATIC REPUBLIC OF",1.45,29.866,955
21720,"Irupana","BOLIVIA",-16.41,-67.455,1847
21723,"Irwin","UNITED STATES",40.116,-83.483,308
21724,"Irwinton 4 Wnw","UNITED STATES",32.833,-83.233,157
21727,"Isabel Maria","ECUADOR",-1.8,-79.55,7
21735,"Isachsen, Nw","CANADA",78.78,-103.53,25
21741,"Iscia Baidoa","SOMALIA",3.133,43.666,487
21743,"Iser Pamplona","COLOMBIA",7.36,-72.64,2340
21748,"Ishigakijima","JAPAN",24.33,124.16,7
21754,"Isidro Ayora","ECUADOR",-1.85,-80.13,20
21760,"Isiro","CONGO, DEMOCRATIC REPUBLIC OF",2.766,27.65,764
21763,"Isisford Post Office","AUSTRALIA",-24.27,144.43,205
21764,"Isit'","RUSSIAN FEDERATION",60.82,125.32,118
21766,"Iskenderun","TURKEY",36.58,36.16,3
21792,"Isla Guafo","CHILE",-43.55,-74.733,139
21810,"Isla Perez, Camp","MEXICO",22.38,-89.68,2
21824,"Islahiye","TURKEY",37,36.6,518
21825,"Islahiye","TURKEY",37.05,33.6,518
21828,"Island Falls","CANADA",55.5,-102.4,299
21829,"Island Falls, Sa","CANADA",55.53,-102.35,299
21831,"Island Lake","CANADA",53.85,-94.65,237
21833,"Island Park","UNITED STATES",44.416,-111.366,1917
21837,"Isle 8 N","UNITED STATES",46.25,-93.516,393
21840,"Islip/Long Isl Macarthur Ap","UNITED STATES",40.78,-73.1,25
21841,"Islotes Evangelistas","CHILE",-52.4,-75.1,52
21842,"Ismailia","EGYPT",30.6,32.25,13
21844,"Isoka","ZAMBIA",-10.16,32.66,1347
21847,"Isola Asinara","ITALY",41.1,8.3,118
21850,"Isola Di Pianosa","ITALY",42.6,10.1,17
21851,"Isola Gorgona","ITALY",42.4,9.9,254
21852,"Isola Stromboli","ITALY",38.8,15.2,5
